subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,dem,rep,net,adjusted_dem,adjusted_rep,adjusted_net,url,createddate,timestamp,modeldate,multiversions,partisan,poll_id,question_id,date
All polls,HarrisX,Forbes,4/29/2026,5/5/2026,1891.0, LV,0.5002853,0.1673137,,48.0,42.0,6.0,46.96877,38.88641,8.082359,https://www.harrisx.com/posts/forbes-and-harrisx-partner-on-new-american-confidence-survey-as-gallup-ends-approval-polling,5/5/2026,11:00:38 12 Jul 2026,7/12/2026,,,901435,9014356,12jul2026
All polls,McLaughlin & Associates,America's New Majority Project,5/14/2026,5/18/2026,2000.0, RV,0.3436489,0.1592829,,39.0,36.0,3.0,40.91015,34.16581,6.744339,https://www.americasnewmajorityproject.net/p/democrat-lawmakers-are-taking-positions,6/17/2026,11:00:38 12 Jul 2026,7/12/2026,,REP,901560,9015601,12jul2026
All polls,RMG Research,Napolitan News Service,4/6/2026,4/9/2026,2000.0, RV,0.6686751,0.1565945,,49.0,44.0,5.0,49.60431,41.72566,7.878651,https://napolitannews.org/posts/generic-ballot-dem-45-percent-gop-42-dems-also-more-enthusiastic,4/10/2026,11:00:38 12 Jul 2026,7/12/2026,,,901349,9013491,12jul2026
All polls,YouGov,Economist,6/5/2026,6/8/2026,1438.0, RV,0.2347454,0.1564236,,45.0,41.0,4.0,47.60889,42.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nvajahp.pdf,6/9/2026,11:00:38 12 Jul 2026,7/12/2026,,,901525,9015254,12jul2026
All polls,HarrisX,Harvard CAPS,4/23/2026,4/26/2026,1963.0, LV,0.5126336,0.1556738,,50.0,50.0,0.0,48.96877,46.88641,2.082359,https://harvardharrispoll.com/key-results-april-2026/,4/28/2026,11:00:38 12 Jul 2026,7/12/2026,,,901402,9014026,12jul2026
All polls,Marist University,NPR | PBS News,3/2/2026,3/4/2026,1392.0, RV,1.162056,0.1530041,,53.0,44.0,9.0,50.48592,43.95445,6.531471,https://maristpoll.marist.edu/wp-content/uploads/2026/03/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202603091024.pdf,3/11/2026,11:00:38 12 Jul 2026,7/12/2026,,,901194,9011943,12jul2026
All polls,Quantus Insights,,3/25/2026,3/26/2026,1472.0, LV,0.7313495,0.1455317,,47.0,41.3,5.700001,47.66804,41.17703,6.491013,https://quantusinsights.org/f/new-quantus-survey-a-sour-national-mood-and-a-midterm-warning,4/6/2026,11:00:38 12 Jul 2026,7/12/2026,,,901332,9013322,12jul2026
All polls,TIPP Insights,Issues & Insights,2/24/2026,2/27/2026,1264.0, RV,1.235537,0.1445627,,45.5,44.2,1.299999,46.55765,44.09893,2.458721,https://tippinsights.com/americas-stalemate/,3/13/2026,11:00:38 12 Jul 2026,7/12/2026,,,901202,9012021,12jul2026
All polls,McLaughlin & Associates,,5/12/2026,5/18/2026,1000.0, LV,0.3169516,0.1436519,,46.0,42.0,4.0,47.73037,40.34558,7.384789,https://mclaughlinonline.com/2026/05/22/national-monthly-may-2026/,5/23/2026,11:00:38 12 Jul 2026,7/12/2026,,,901485,9014851,12jul2026
All polls,Morning Consult,,6/8/2026,6/14/2026,24000.0, RV,0.1947738,0.136683,,45.8,41.9,3.899998,47.91842,41.67693,6.241489,https://pro-assets.morningconsult.com/wp-uploads/2026/06/MCPI-Midterm-Ballot_260622.html,6/25/2026,11:00:38 12 Jul 2026,7/12/2026,,,901584,9015841,12jul2026
All polls,Ipsos,Reuters,5/15/2026,5/18/2026,984.0, RV,0.2876472,0.1341164,,39.0,38.0,1.0,44.08403,41.60213,2.481899,https://www.ipsos.com/en-us/americas-frustration-cost-living-continues-rise,5/19/2026,11:00:38 12 Jul 2026,7/12/2026,,,901469,9014695,12jul2026
All polls,YouGov,Economist,5/29/2026,6/1/2026,1453.0, RV,0.2208667,0.1317594,,46.0,42.0,4.0,48.60889,43.83174,4.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_AvLU7vY.pdf,6/2/2026,11:00:38 12 Jul 2026,7/12/2026,,,901508,9015085,12jul2026
All polls,Echelon Insights,,3/12/2026,3/16/2026,1033.0, LV,0.8304473,0.1303692,,49.0,44.0,5.0,48.00652,41.67691,6.329609,https://echelonin.wpenginepowered.com/wp-content/uploads/March-2026-Omnibus-Topline-External.pdf,3/16/2026,11:00:38 12 Jul 2026,7/12/2026,,,901208,9012082,12jul2026
All polls,Change Research,,4/3/2026,4/7/2026,2702.0, RV,0.564034,0.1288891,,47.0,42.0,5.0,48.2399,42.10289,6.137009,https://changeresearch.com/who-do-voters-want-in-2028/,5/14/2026,11:00:38 12 Jul 2026,7/12/2026,,,901415,9014153,12jul2026
All polls,CNN/SSRS,,3/26/2026,3/30/2026,951.0, RV,0.5890754,0.1274305,,48.0,42.0,6.0,47.70988,41.49395,6.215931,https://www.documentcloud.org/documents/27964261-cnn-poll-conducted-by-ssrs-trump-approval-economy/,4/3/2026,11:00:38 12 Jul 2026,7/12/2026,,,901318,9013184,12jul2026
All polls,Morning Consult,,6/1/2026,6/7/2026,29264.0, RV,0.200259,0.1258536,,46.0,42.0,4.0,48.11842,41.77692,6.341499,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls,6/10/2026,11:00:38 12 Jul 2026,7/12/2026,,,901537,9015371,12jul2026
All polls,Cygnal,,3/3/2026,3/4/2026,1500.0, LV,1.039986,0.1252973,,49.0,44.8,4.200001,48.13125,43.01913,5.112118,https://www.cygn.al/wp-content/uploads/2026/03/23673-Cygnal-National-Mar26-NVT-Deck-Public.pdf,3/9/2026,11:00:38 12 Jul 2026,7/12/2026,,,901188,9011881,12jul2026
All polls,Hart Research Associates/Public Opinion Strategies,NBC News,2/27/2026,3/3/2026,1000.0, RV,1.025015,0.1208214,,50.0,44.0,6.0,48.70073,42.55951,6.14122,https://www.nbcnews.com/politics/2026-election/poll-trump-struggles-immigration-prices-iran-democrats-midterm-edge-rcna261861,3/8/2026,11:00:38 12 Jul 2026,7/12/2026,,,901183,9011832,12jul2026
All polls,Ipsos,Reuters,4/15/2026,4/20/2026,3577.0, RV,0.4653028,0.11844,,41.0,38.0,3.0,46.08403,41.60213,4.481899,https://www.ipsos.com/en-us/americans-remain-skeptical-trumps-handling-inflation,4/21/2026,11:00:38 12 Jul 2026,7/12/2026,,,901376,9013764,12jul2026
All polls,Survey160,,3/9/2026,3/15/2026,1546.0, RV,0.7148681,0.1183195,,48.0,38.0,10.0,48.25875,40.04055,8.218201,https://www.survey160.com/methodological-research-blog/survey-160-tracking-poll-march-2026,3/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901243,9012432,12jul2026
All polls,John Zogby Strategies,,3/17/2026,3/18/2026,1000.0, LV,0.6573441,0.115523,,46.3,45.8,0.5,46.45626,45.20987,1.246391,https://x.com/zogbystrategies/status/2036096236139245673/photo/1,3/23/2026,11:00:38 12 Jul 2026,7/12/2026,,,901240,9012401,12jul2026
All polls,Ipsos,Reuters,5/8/2026,5/11/2026,993.0, RV,0.2823537,0.1113672,,41.0,35.0,6.0,46.08403,38.60213,7.481899,https://www.ipsos.com/en-us/two-thirds-say-rising-gas-prices-have-affected-their-household-finances,5/11/2026,11:00:38 12 Jul 2026,7/12/2026,,,901445,9014455,12jul2026
All polls,The Argument/Verasight,,3/12/2026,3/17/2026,1519.0, RV,0.719542,0.1110128,,54.0,46.0,8.0,51.06788,42.81919,8.248688,https://www.theargumentmag.com/p/americans-would-trade-jobs-for-cheaper,3/23/2026,11:00:38 12 Jul 2026,7/12/2026,,,901239,9012392,12jul2026
All polls,YouGov,Economist,5/22/2026,5/26/2026,1397.0, RV,0.2060661,0.1083258,,46.0,41.0,5.0,48.60889,42.83174,5.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aWdgoE7.pdf,5/27/2026,11:00:38 12 Jul 2026,7/12/2026,,,901492,9014924,12jul2026
All polls,Verasight,Strength in Numbers,4/10/2026,4/14/2026,1386.0, RV,0.4577948,0.1080866,,50.0,43.0,7.0,48.22161,43.20653,5.015079,https://www.gelliottmorris.com/p/2026-04-21-april-strength-in-numbers-verasight-poll,4/21/2026,11:00:38 12 Jul 2026,7/12/2026,,,901375,9013754,12jul2026
All polls,Global Strategy Group,Campaign For A Family Friendly Economy (PAC),2/17/2026,2/22/2026,1051.0, LV,1.020801,0.1078896,,48.0,40.0,8.0,47.96186,40.57998,7.381882,https://www.semafor.com/article/03/23/2026/poll-caretaking-anecdotes-resonate-with-voters,3/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901245,9012451,12jul2026
All polls,Ipsos,The Washington Post | ABC News,4/24/2026,4/28/2026,2059.0, RV,0.3666593,0.1057265,,49.0,44.0,5.0,54.08403,47.60213,6.481899,https://www.washingtonpost.com/politics/2026/05/03/trump-approval-ratings-poll/ ,5/4/2026,11:00:38 12 Jul 2026,7/12/2026,,,901417,9014174,12jul2026
All polls,Morning Consult,2Way,7/9/2026,7/10/2026,, LV,0.103907,0.103907,,51.0,49.0,2.0,53.11842,48.77692,4.341499,https://www.youtube.com/watch?v=Qe1LGjG3s5A,7/11/2026,11:00:38 12 Jul 2026,7/12/2026,,,901628,9016284,12jul2026
All polls,YouGov,CBS News,5/13/2026,5/15/2026,1397.0, LV,0.2407677,0.1011157,,45.0,40.0,5.0,47.60889,41.83174,5.777149,https://www.cbsnews.com/news/redistricting-elections-opinion-poll-19-may-2026/,5/20/2026,11:00:38 12 Jul 2026,7/12/2026,,,901460,9014603,12jul2026
All polls,HarrisX,Harvard CAPS,3/25/2026,3/26/2026,1475.0, LV,0.5106401,0.0950343,,52.0,48.0,4.0,50.96877,44.88641,6.082359,https://harvardharrispoll.com/wp-content/uploads/2026/03/HHP_Mar2026_KeyResults.pdf,3/30/2026,11:00:38 12 Jul 2026,7/12/2026,,,901313,9013137,12jul2026
All polls,Emerson College,,2/21/2026,2/22/2026,1000.0, LV,1.019592,0.0916507,,50.4,42.4,8.0,50.78803,43.27704,7.51099,https://emersoncollegepolling.com/february-2026-national-poll-trump-approval-steady-as-disapproval-rises-vance-leads-gop-field-while-democrats-hold-midterm-edge/,2/26/2026,11:00:38 12 Jul 2026,7/12/2026,,,901139,9011392,12jul2026
All polls,YouGov,Economist,5/15/2026,5/18/2026,1380.0, RV,0.1982755,0.0896813,,46.0,43.0,3.0,48.60889,44.83174,3.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_YTE4G2g.pdf,5/19/2026,11:00:38 12 Jul 2026,7/12/2026,,,901467,9014675,12jul2026
All polls,YouGov,Pennsylvania State University McCourtney Institute for Democracy,5/19/2026,5/26/2026,862.0, RV,0.1682899,0.0867219,,41.0,37.0,4.0,43.60889,38.83174,4.777149,https://democracy.psu.edu/poll-report-archive/fewer-than-four-in-ten-americans-think-president-trump-is-doing-a-good-job/,6/4/2026,11:00:38 12 Jul 2026,7/12/2026,,,901516,9015161,12jul2026
All polls,Cygnal,American Principles Project,2/24/2026,2/26/2026,1048.0, LV,0.8908886,0.0853038,,48.3,44.6,3.700001,47.60867,42.64171,4.966961,https://act.americanprinciplesproject.org/p/protect-kids-online/results?access=press,3/6/2026,11:00:38 12 Jul 2026,7/12/2026,,REP,901177,9011771,12jul2026
All polls,Morning Consult,,5/18/2026,5/24/2026,24849.0, RV,0.176469,0.0839192,,46.0,42.0,4.0,48.11842,41.77692,6.341499,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls,5/31/2026,11:00:38 12 Jul 2026,7/12/2026,,,901503,9015031,12jul2026
All polls,Ipsos,Reuters,4/24/2026,4/27/2026,1014.0, RV,0.2761899,0.0796396,,41.0,37.0,4.0,46.08403,40.60213,5.481899,https://www.ipsos.com/en-us/americans-increasingly-feel-economy-wrong-track,4/28/2026,11:00:38 12 Jul 2026,7/12/2026,,,901403,9014035,12jul2026
All polls,GrayHouse,America One Policies,2/20/2026,2/23/2026,1394.0, RV,0.8174829,0.0793494,,43.0,40.0,3.0,44.3233,39.9011,4.422199,https://www.americaonepolicies.com/polls/attitudes-on-iran-the-economy-and-affordability,3/5/2026,11:00:38 12 Jul 2026,7/12/2026,,REP,901173,9011731,12jul2026
All polls,TIPP Insights,Issues & Insights,1/27/2026,1/29/2026,1126.0, RV,1.191634,0.0791736,,45.0,42.0,3.0,46.05765,41.89893,4.158722,https://issuesinsights.com/2026/02/16/who-leads-in-2028-presidential-race-and-in-2026-midterm-elections-ii-tipp-poll/,2/16/2026,11:00:38 12 Jul 2026,7/12/2026,,,901111,9011111,12jul2026
All polls,McLaughlin & Associates,,4/8/2026,4/15/2026,1000.0, LV,0.3263469,0.0767406,,47.0,43.0,4.0,48.73037,41.34558,7.384789,https://mclaughlinonline.com/pols/wp-content/uploads/2026/04/National-April-Release-Presentation-4-16-26.pdf,4/17/2026,11:00:38 12 Jul 2026,7/12/2026,,,901365,9013651,12jul2026
All polls,Morning Consult,,6/26/2026,6/28/2026,2002.0, RV,0.0859648,0.0744672,,46.0,42.0,4.0,48.11842,41.77692,6.341499,https://drive.google.com/file/d/1r9X_-vXE-Kkv1lXR5cu1KtWd-LAEMSJW/view,6/29/2026,11:00:38 12 Jul 2026,7/12/2026,,,901594,9015942,12jul2026
All polls,YouGov,Economist,5/9/2026,5/11/2026,1410.0, RV,0.1972592,0.0741028,,45.0,40.0,5.0,47.60889,41.83174,5.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ONiR6Nb.pdf,5/12/2026,11:00:38 12 Jul 2026,7/12/2026,,,901447,9014475,12jul2026
All polls,Morning Consult,,5/11/2026,5/17/2026,28525.0, RV,0.1840757,0.0727568,,46.0,42.0,4.0,48.11842,41.77692,6.341499,https://intel.morningconsult.com/mc-content/trackers/2026-midterm-election-generic-ballot-polls,5/22/2026,11:00:38 12 Jul 2026,7/12/2026,,,901481,9014811,12jul2026
All polls,Marquette University Law School,,1/21/2026,1/28/2026,577.0, LV,1.207577,0.0726924,,52.0,45.0,7.0,49.77065,43.50339,6.267258,https://law.marquette.edu/poll/2026/02/04/detailed-results-of-the-marquette-law-school-supreme-court-poll-jan-21-28-2025-national-issues/,2/4/2026,11:00:38 12 Jul 2026,7/12/2026,,,901078,9010785,12jul2026
All polls,Focaldata,,3/6/2026,3/10/2026,1534.0, RV,0.5710541,0.0722288,,48.0,42.0,6.0,47.28867,41.48937,5.799301,https://www.focaldata.com/blog/democrats-increase-lead-and-rubio-stock-surges-amid-iran-war,3/13/2026,11:00:38 12 Jul 2026,7/12/2026,,,901203,9012034,12jul2026
All polls,Echelon Insights,,2/19/2026,2/23/2026,1002.0, LV,0.8648282,0.071692,,50.0,46.0,4.0,49.00652,43.67691,5.329609,https://echeloninsights.com/in-the-news/february-2026-verified-voter-omnibus/,2/23/2026,11:00:38 12 Jul 2026,7/12/2026,,,901127,9011272,12jul2026
All polls,Verasight,Strength in Numbers,3/16/2026,3/18/2026,1370.0, RV,0.4588792,0.0697113,,49.0,43.0,6.0,47.22161,43.20653,4.015079,https://www.gelliottmorris.com/p/2026-03-24-march-sin-verasight-poll-main-release,3/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901242,9012424,12jul2026
All polls,RMG Research,Napolitan News Service,3/2/2026,3/4/2026,2000.0, RV,0.642121,0.0696691,,46.0,46.0,0.0,46.60431,43.72566,2.878651,https://napolitannews.org/posts/generic-ballot-dem-44-percent-gop-43-dems-also-more-enthusiastic,3/6/2026,11:00:38 12 Jul 2026,7/12/2026,,,901176,9011761,12jul2026
All polls,Beacon Research/Shaw & Company Research,FOX News,1/23/2026,1/26/2026,1005.0, RV,1.134222,0.0690713,,52.0,46.0,6.0,50.36244,44.97638,5.386059,https://www.foxnews.com/politics/fox-news-poll-early-look-2026-midterms,1/29/2026,11:00:38 12 Jul 2026,7/12/2026,,,901058,9010582,12jul2026
All polls,Cygnal,,2/3/2026,2/4/2026,1500.0, LV,1.030384,0.066888,,47.8,44.4,3.399998,46.93125,42.61913,4.312122,https://www.cygn.al/wp-content/uploads/2026/02/23572-Cygnal-National-NVT-Feb26-Deck-Public.pdf,2/11/2026,11:00:38 12 Jul 2026,7/12/2026,,,901099,9010991,12jul2026
All polls,Talker Research,Scripps News,2/13/2026,2/19/2026,1000.0, A,0.7189009,0.065727,,42.0,36.0,6.0,42.91533,37.55417,5.36116,https://www.scrippsnews.com/politics/scripps-news-talker-research-poll-high-interest-in-state-of-the-union-amid-economic-worries,2/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901134,9011342,12jul2026
All polls,The New York Times/Siena College,,1/12/2026,1/17/2026,1625.0, RV,1.442314,0.0653295,,48.0,43.0,5.0,47.47505,42.89869,4.576363,https://www.nytimes.com/interactive/2026/01/22/polls/times-siena-national-poll-toplines.html,1/22/2026,11:00:38 12 Jul 2026,7/12/2026,,,901038,9010382,12jul2026
All polls,Morning Consult,Cato Institute,6/25/2026,6/26/2026,2253.0, A,0.0742978,0.0636116,,45.0,39.0,6.0,47.11842,38.77692,8.341499,https://www.cato.org/sites/cato.org/files/2026-07/Cato%20Fourth%20of%20July%202026%20Survey%20Toplines.pdf,7/2/2026,11:00:38 12 Jul 2026,7/12/2026,,,901602,9016022,12jul2026
All polls,YouGov,Economist,5/1/2026,5/4/2026,1409.0, RV,0.197838,0.058382,,44.0,41.0,3.0,46.60889,42.83174,3.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_i4K4elJ.pdf,5/5/2026,11:00:38 12 Jul 2026,7/12/2026,,,901429,9014295,12jul2026
All polls,Change Research,,3/8/2026,3/12/2026,1540.0, RV,0.4350149,0.0578639,,47.0,41.0,6.0,48.2399,41.10289,7.137009,https://portal.changeresearch.com/portal/projects/61cdcd30-3c32-4785-9ccb-5fe82cb36389,5/5/2026,11:00:38 12 Jul 2026,7/12/2026,,,901428,9014283,12jul2026
All polls,The Argument/Verasight,,2/4/2026,2/10/2026,3003.0, RV,0.8517936,0.0567363,,53.0,47.0,6.0,50.06788,43.81919,6.248688,https://www.theargumentmag.com/p/the-trans-rights-backlash-is-real,2/17/2026,11:00:38 12 Jul 2026,7/12/2026,,,901113,9011132,12jul2026
All polls,YouGov,Economist,4/24/2026,4/27/2026,1647.0, RV,0.2096632,0.054628,,46.0,41.0,5.0,48.60889,42.83174,5.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Ty7ikPd.pdf,4/28/2026,11:00:38 12 Jul 2026,7/12/2026,,,901399,9013995,12jul2026
All polls,HarrisX,Harvard CAPS,2/25/2026,2/26/2026,1560.0, LV,0.5843284,0.0533128,,50.0,50.0,0.0,48.96877,46.88641,2.082359,https://harvardharrispoll.com/key-results-february-2026/,3/2/2026,11:00:38 12 Jul 2026,7/12/2026,,,901161,9011615,12jul2026
All polls,Public Policy Polling,,1/29/2026,1/30/2026,652.0, RV,0.7478946,0.0526484,,48.0,41.0,7.0,47.59393,41.26672,6.327209,https://e1.nmcdn.io/assets/ppp/wp-content/uploads/2026/01/January2026NationalSurvey.pdf,2/1/2026,11:00:38 12 Jul 2026,7/12/2026,,,901066,9010662,12jul2026
All polls,John Zogby Strategies,,2/4/2026,2/5/2026,1000.0, LV,0.7672434,0.0511913,,46.9,41.2,5.700001,47.05626,40.60987,6.446388,https://johnzogbystrategies.com/the-presidents-approval-ratings-underwater-on-overall-job-all-key-voter-issues/,2/7/2026,11:00:38 12 Jul 2026,7/12/2026,,,901087,9010872,12jul2026
All polls,The Bullfinch Group,Independent Center,2/13/2026,2/16/2026,1000.0, RV,0.6583697,0.050708,,46.0,35.0,11.0,48.26762,38.7532,9.51442,https://www.thebullfinchgroup.com/post/public-release-of-bullfinch-mainframe-q1-nationwide-survey,6/4/2026,11:00:38 12 Jul 2026,7/12/2026,,,901515,9015154,12jul2026
All polls,Cygnal,,1/27/2026,1/28/2026,1004.0, LV,0.8888661,0.0492231,,48.0,44.0,4.0,47.13125,42.21913,4.912117,https://www.cygn.al/wp-content/uploads/2026/02/Cygnal-Deportation-Poll-Data.pdf,2/2/2026,11:00:38 12 Jul 2026,7/12/2026,,,901070,9010701,12jul2026
All polls,KFF,,1/13/2026,1/20/2026,1141.0, RV,1.01866,0.0481929,,49.0,42.0,7.0,49.66327,43.4655,6.197769,https://www.kff.org/public-opinion/kff-health-tracking-poll-health-care-costs-expiring-aca-tax-credits-and-the-2026-midterms/,1/29/2026,11:00:38 12 Jul 2026,7/12/2026,,,901062,9010621,12jul2026
All polls,YouGov,Economist,4/17/2026,4/20/2026,1553.0, RV,0.2032391,0.0478328,,45.0,40.0,5.0,47.60889,41.83174,5.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_I24AWdp.pdf,4/21/2026,11:00:38 12 Jul 2026,7/12/2026,,,901380,9013805,12jul2026
All polls,Ipsos,Reuters,3/20/2026,3/23/2026,985.0, RV,0.2875255,0.0460029,,40.0,38.0,2.0,45.08403,41.60213,3.481899,https://www.ipsos.com/en-us/economy-and-foreign-conflicts-now-publics-top-two-issue-concerns,3/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901296,9012964,12jul2026
All polls,Ipsos,Reuters,3/17/2026,3/19/2026,1206.0, RV,0.3122743,0.0457966,,40.0,37.0,3.0,45.08403,40.60213,4.481899,https://www.reuters.com/world/middle-east/americans-believe-trump-will-send-troops-into-iran-dont-like-idea-reutersipsos-2026-03-19/,3/20/2026,11:00:38 12 Jul 2026,7/12/2026,,,901227,9012273,12jul2026
All polls,Emerson College,,1/17/2026,1/19/2026,1000.0, LV,1.054693,0.0456212,,48.1,41.7,6.399998,48.48803,42.57704,5.910988,https://emersoncollegepolling.com/january-2026-national-poll/,1/22/2026,11:00:38 12 Jul 2026,7/12/2026,,,901039,9010392,12jul2026
All polls,Echelon Insights,,1/22/2026,1/26/2026,1029.0, LV,0.9350778,0.0432889,,49.0,44.0,5.0,48.00652,41.67691,6.329609,https://echelonin.wpenginepowered.com/wp-content/uploads/January-2026-Voter-Omnibus-Topline.pdf,1/26/2026,11:00:38 12 Jul 2026,7/12/2026,,,901048,9010482,12jul2026
All polls,YouGov,Economist,4/10/2026,4/13/2026,1573.0, RV,0.2021305,0.0428598,,45.0,40.0,5.0,47.60889,41.83174,5.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_G1zNgZq.pdf,4/14/2026,11:00:38 12 Jul 2026,7/12/2026,,,901355,9013555,12jul2026
All polls,RMG Research,Napolitan News Service,2/9/2026,2/12/2026,2000.0, RV,0.6394963,0.0426,,45.0,47.0,-2.0,45.60431,44.72566,0.8786507,https://napolitannews.org/posts/generic-ballot-gop-44-percent-dem-41-but-dems-more-enthusiastic,2/13/2026,11:00:38 12 Jul 2026,7/12/2026,,,901104,9011041,12jul2026
All polls,Clarity Campaign Labs,,1/15/2026,1/22/2026,1147.0, LV,0.9306873,0.041099,,51.0,42.0,9.0,49.83289,41.04789,8.785,https://www.claritycampaigns.com/clarity-omnibus-jan-2026,1/28/2026,11:00:38 12 Jul 2026,7/12/2026,,,901057,9010572,12jul2026
All polls,Focaldata,,2/10/2026,2/10/2026,957.0, LV,0.5488306,0.0409643,,51.1,43.6,7.5,50.38867,43.08937,7.299301,https://www.focaldata.com/blog/cost-of-living-fuelling-democrat-strength-in-new-midterms-polling,2/13/2026,11:00:38 12 Jul 2026,7/12/2026,,,901106,9011066,12jul2026
All polls,McLaughlin & Associates,Tea Party Patriots,3/10/2026,3/10/2026,1000.0, LV,0.3213005,0.0406252,,46.9,43.3,3.600002,48.81015,41.46581,7.344341,https://www.teapartypatriots.org/save-america-act-poll/,3/18/2026,11:00:38 12 Jul 2026,7/12/2026,,REP,901222,9012221,12jul2026
All polls,Focaldata,,1/23/2026,1/26/2026,1709.0, LV,0.7438946,0.0398928,,50.0,45.0,5.0,49.28867,44.48937,4.799301,https://www.focaldata.com/blog/cost-of-living-fuelling-democrat-strength-in-new-midterms-polling,2/16/2026,11:00:38 12 Jul 2026,7/12/2026,,,901105,9011056,12jul2026
All polls,Research Co.,,1/13/2026,1/15/2026,1002.0, A,0.8673273,0.0394881,,42.0,36.0,6.0,44.53309,38.43967,6.093418,https://researchco.ca/2026/01/26/amendment/,1/26/2026,11:00:38 12 Jul 2026,7/12/2026,,,901047,9010472,12jul2026
All polls,Morning Consult,,4/20/2026,4/26/2026,28235.0, RV,0.1728979,0.0394833,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,4/28/2026,11:00:38 12 Jul 2026,7/12/2026,,,901401,9014011,12jul2026
All polls,Rasmussen Reports,,1/7/2026,1/14/2026,2273.0, LV,1.16437,0.0390181,,47.0,41.0,6.0,48.18314,40.96518,7.21796,https://www.rasmussenreports.com/public_content/archive/mood_of_america_archive/generic_congressional_ballot/democrats_increase_advantage_in_midterm_forecast,1/19/2026,11:00:38 12 Jul 2026,7/12/2026,,REP,901028,901028,12jul2026
All polls,YouGov,Economist,4/3/2026,4/6/2026,1560.0, RV,0.1978079,0.0378063,,44.0,42.0,2.0,46.60889,43.83174,2.777149,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_SVRZJH8.pdf,4/7/2026,11:00:38 12 Jul 2026,7/12/2026,,,901334,9013345,12jul2026
All polls,McLaughlin & Associates,,3/4/2026,3/9/2026,1000.0, LV,0.3223442,0.0374654,,47.0,43.0,4.0,48.73037,41.34558,7.384789,https://mclaughlinonline.com/pols/wp-content/uploads/2026/03/National-March-Presentation-RELEASE-03-10-26.pdf,3/13/2026,11:00:38 12 Jul 2026,7/12/2026,,,901201,9012011,12jul2026
All polls,HarrisX,Harvard CAPS,1/28/2026,1/29/2026,1508.0, LV,0.694996,0.0358189,,49.5,46.0,3.5,48.46877,42.88641,5.582359,https://harvardharrispoll.com/key-results-january-6/,2/2/2026,11:00:38 12 Jul 2026,7/12/2026,*,,901071,9010716,12jul2026
All polls,Impact Research/National Research ,Wall Street Journal,1/8/2026,1/13/2026,1500.0, RV,0.9126564,0.0356226,,47.0,43.0,4.0,47.13729,43.20343,3.933861,https://www.wsj.com/politics/elections/trump-approval-rating-economy-poll-b3a62e57,1/17/2026,11:00:38 12 Jul 2026,7/12/2026,,,901024,9010242,12jul2026
All polls,Verasight,Strength in Numbers,2/18/2026,2/20/2026,1401.0, RV,0.4892136,0.0352187,,52.0,42.0,10.0,50.22161,42.20653,8.015079,https://www.gelliottmorris.com/p/ahead-of-state-of-the-union-address,2/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901131,9011314,12jul2026
All polls,Morning Consult,,4/13/2026,4/19/2026,27869.0, RV,0.1644832,0.0347661,,45.0,42.0,3.0,47.11842,41.77692,5.341499,https://pro.morningconsult.com/trackers/2026-midterm-election-generic-ballot-polls,4/21/2026,11:00:38 12 Jul 2026,7/12/2026,,,901374,9013741,12jul2026
All polls,The Argument/Verasight,,1/26/2026,1/27/2026,1515.0, RV,0.6618791,0.0339774,,52.0,48.0,4.0,49.06788,44.81919,4.248688,https://www.theargumentmag.com/p/immigration-is-turning-into-a-disaster,1/29/2026,11:00:38 12 Jul 2026,7/12/2026,,,901061,9010612,12jul2026
All polls,Ipsos,Reuters,2/18/2026,2/23/2026,3686.0, RV,0.4798873,0.0336939,,40.0,38.0,2.0,45.08403,41.60213,3.481899,https://www.reuters.com/world/us/most-americans-say-trump-is-growing-erratic-with-age-reutersipsos-poll-finds-2026-02-24/,2/24/2026,11:00:38 12 Jul 2026,7/12/2026,,,901130,9011303,12jul2026
